#BOR.   #BDE.    .RESIS.REACT Nome........(MVAR)(Tmn)(Tmx)(  MW)(MW)   # I C ...1 ...2 ...3 ...4 ...5 iflh Prob(%) Cmon S
   63     342        0.  0.02 Ancn2-Ancn2                   720.       1 0 0                             0      0.    0 0 
   20       4      0.88  7.49 Jags2-Maln2                   263.       2 0 0                             0      0.    0 0 
   21     344       1.2 10.26 Plys2-Prmvr2                  337.       3 0 0                             0      0.    0 0 
   63      49      0.24  2.03 Ancn2-Mirf2                   266.       4 0 0                             0      0.    0 0 
   63      19      0.29  2.82 Ancn2-Occd2                   276.       5 0 0                             0      0.    0 0 
   22      23      0.62  5.18 Barbs2Gudlp2                  266.       6 0 0                             0      0.    0 0 
   22      17      0.44  3.69 Barbs2-Gutp2                  266.       7 0 0                             0      0.    0 0 
   22      18      0.15  1.44 Barbs2Tasjr2                  276.       8 0 0                             0      0.    0 0 
   22      49      0.64  5.36 Barbs2-Mirf2                  266.       9 0 0                             0      0.    0 0 
   22      24       0.6  5.27 Barbs2Porce2                  314.      10 0 0                             0      0.    0 0 
   22      64      0.51  4.43 Barbs2ElSlt2                  314.      11 0 0                             0      0.    0 0 
   45      18      0.19  1.62 Bello2Tasjr2                  314.      12 0 0                             0      0.    0 0 
   45      64      0.82   6.9 Bello2ElSlt2                  314.      13 0 0                             0      0.    0 0 
   47      17      0.76  6.31 Envgd2-Gutp2                  266.      14 0 0                             0      0.    0 0 
   47      19      0.29  2.87 Envgd2-Occd2                  276.      15 0 0                             0      0.    0 0 
   47      25      0.32  2.64 Envgd2-Ornt2                  266.      16 0 0                             0      0.    0 0 
   23      19       0.9  8.12 Gudlp2-Occd2                  266.      17 0 0                             0      0.    0 0 
   23      24      0.02  0.21 Gudlp2Porce2                  314.      18 0 0                             0      0.    0 0 
   23      64      0.11  0.89 Gudlp2ElSlt2                  266.      19 0 0                             0      0.    0 0 
   17      20      0.09  0.76 Gutp2-Jags2                   673.      20 0 0                             0      0.    0 0 
   17      49      0.62   5.2 Gutp2-Mirf2                   266.      21 0 0                             0      0.    0 0 
   17      25      0.46  3.79 Gutp2-Ornt2                   266.      22 0 0                             0      0.    0 0 
   17      21      0.26  2.13 Gutp2-Plys2                   266.      23 0 0                             0      0.    0 0 
   18      19      0.23  2.29 Tasjr2-Occd2                  276.      24 0 0                             0      0.    0 0 
    4     344      0.13  0.94 Maln2-Prmvr2                  263.      25 0 0                             0      0.    0 0 
   25      21      0.66  5.52 Ornt2-Plys2                   266.      26 0 0                             0      0.    0 0 
   24      64      0.12  1.11 Porce2ElSlt2                  314.      27 0 0                             0      0.    0 0 
  135      26      1.06  3.87 Amg110-Ancn1                 9999.      28 0 0                             0      0.    0 0 
  135      27      2.73   7.8 Amg110Bolmb1                 9999.      29 0 0                             0      0.    0 0 
   26      76      1.33  7.63 Ancn1-Beln1                  9999.      30 0 0                             0      0.    0 0 
   26      28      0.63  2.06 Ancn1-Envg1                  9999.      31 0 0                             0      0.    0 0 
   26      29      1.11  3.61 Ancn1-Guyb1                  9999.      32 0 0                             0      0.    0 0 
   30      36      5.11 18.59 Antq1-Chrd1                  9999.      33 0 0                             0      0.    0 0 
   30      31      1.91  6.97 Antq1-SnJrn1                 9999.      34 0 0                             0      0.    0 0 
   75      79      1.72  6.25 Barb1-Girrd1                 9999.      35 0 0                             0      0.    0 0 
   76       3      0.42  2.43 Beln1-Colm1                  9999.      36 0 0                             0      0.    0 0 
   76      37      0.47   2.7 Beln1-Rod110                 9999.      37 0 0                             0      0.    0 0 
   76     105      0.99   5.7 Beln1-Occdn1                 9999.      38 0 0                             0      0.    0 0 
   77      34      0.43  1.56 Bell1-Cast1                  9999.      39 0 0                             0      0.    0 0 
   77       1      0.66  2.39 Bell1-Cent1                  9999.      40 0 0                             0      0.    0 0 
   77      41      0.78  2.84 Bell1-PBln1                  9999.      41 0 0                             0      0.    0 0 
   77      83      3.92 14.24 Bell1-Rigrn1                 9999.      42 0 0                             0      0.    0 0 
   27     137      0.44  1.59 Bolmb1-LaCl1                 9999.      43 0 0                             0      0.    0 0 
   33       3      0.74  4.56 Cabñ1-Colm1                  9999.      44 0 0                             0      0.    0 0 
   33     105      0.36  2.23 Cabñ1-Occdn1                 9999.      45 0 0                             0      0.    0 0 
   92     101      1.65  6.06 Cald1-Gutp1                  9999.      46 0 0                             0      0.    0 0 
   92     112      4.93 18.13 Cald1-RiCl1                  9999.      47 0 0                             0      0.    0 0 
   34       1      0.28  1.02 Cast1-Cent1                  9999.      48 0 0                             0      0.    0 0 
   35      36      8.15 29.68 Cachr1-Chrd1                 9999.      49 0 0                             0      0.    0 0 
    1      29      0.27  0.98 Cent1-Guyb1                  9999.      50 0 0                             0      0.    0 0 
   78      81      1.06  2.68 Cocr1-PtByc1                 9999.      51 0 0                             0      0.    0 0 
   78      82      2.41  8.84 Cocr1-PtNr1                  9999.      52 0 0                             0      0.    0 0 
   78     112      3.83 14.07 Cocr1-RiCl1                  9999.      53 0 0                             0      0.    0 0 
   78     117      0.86  1.72 Cocr1-Texs1                  9999.      54 0 0                             0      0.    0 0 
    3      80       0.3  1.71 Colm1-Horzn1                 9999.      55 0 0                             0      0.    0 0 
    3     105      0.66   3.8 Colm1-Occdn1                 9999.      56 0 0                             0      0.    0 0 
   46      48      1.67    6. Cord1-Mirfl1                 9999.      57 0 0                             0      0.    0 0 
   46      40      0.53  3.06 Cord1-Ornt1                  9999.      58 0 0                             0      0.    0 0 
   46       2      0.39  2.25 Cord1-Ring1                  9999.      59 0 0                             0      0.    0 0 
   93     118       7.9 22.61 ElSl1-Tigr1                  9999.      60 0 0                             0      0.    0 0 
   93     110      2.77 10.12 ElSl1-Porc1                  9999.      61 0 0                             0      0.    0 0 
   93      85      8.72 13.06 ElSl1-Yarm1                  9999.      62 0 0                             0      0.    0 0 
   93      86      8.54 31.16 ElSl1-Zamr1                  9999.      63 0 0                             0      0.    0 0 
   28      29      0.48  1.55 Envg1-Guyb1                  9999.      64 0 0                             0      0.    0 0 
   28      38      0.39  2.24 Envg1-Itg110                 9999.      65 0 0                             0      0.    0 0 
   79      41      2.14  7.79 Girrd1-PBln1                 9999.      66 0 0                             0      0.    0 0 
   79      83      2.67  9.69 Girrd1Rigrn1                 9999.      67 0 0                             0      0.    0 0 
   79      86      1.63  5.95 Girrd1-Zamr1                 9999.      68 0 0                             0      0.    0 0 
  101     108      2.64  9.68 Gutp1-Plys1                  9999.      69 0 0                             0      0.    0 0 
   29       5       0.2  1.18 Guyb1-Pobl1                  9999.      70 0 0                             0      0.    0 0 
   29      84      0.34  1.94 Guyb1-SnDg1                  9999.      71 0 0                             0      0.    0 0 
   80      86      0.43  2.47 Horzn1-Zamr1                 9999.      72 0 0                             0      0.    0 0 
   37      38      0.46  2.66 Rod110Itg110                 9999.      73 0 0                             0      0.    0 0 
   48      41      0.56  2.03 Mirfl1-PBln1                 9999.      74 0 0                             0      0.    0 0 
   48      84      0.14   0.8 Mirfl1-SnDg1                 9999.      75 0 0                             0      0.    0 0 
   48      42      0.54  1.98 Mirfl1VllHr1                 9999.      76 0 0                             0      0.    0 0 
  105      31      2.14  7.79 Occdn1SnJrn1                 9999.      77 0 0                             0      0.    0 0 
  105      86      0.59  3.42 Occdn1-Zamr1                 9999.      78 0 0                             0      0.    0 0 
   39      40      1.73  6.31 Lacj1-Ornt1                  9999.      79 0 0                             0      0.    0 0 
   40       2      0.14  0.81 Ornt1-Ring1                  9999.      80 0 0                             0      0.    0 0 
   41      42      0.45  1.63 PBln1-VllHr1                 9999.      81 0 0                             0      0.    0 0 
  108      82      4.39 16.13 Plys1-PtNr1                  9999.      82 0 0                             0      0.    0 0 
    5      84      0.45  2.58 Pobl1-SnDg1                  9999.      83 0 0                             0      0.    0 0 
   81      44      2.38    6. PtByc1-Vasc1                 9999.      84 0 0                             0      0.    0 0 
   82     111      1.11  4.08 PtNr1-PtInm1                 9999.      85 0 0                             0      0.    0 0 
   43      44      1.16  2.92 Palg1-Vasc1                  9999.      86 0 0                             0      0.    0 0 
   83     116     18.36 48.08 Rigrn1SantR4                 9999.      88 0 0                             0      0.    0 0 
  114      83      1.68  4.04 HidMo-Rigrn                  9999.      89 0 0                             0      0.    0 0 
  118     119      2.57 10.61 Tigr1-Crzd1                  9999.      90 0 0                             0      0.    0 0 
  122      27      1.19  4.68 Barr1-Bolmb1                 9999.      91 0 0                             0      0.    0 0 
  122      32      2.85 11.17 Barr1-ElSt1                  9999.      92 0 0                             0      0.    0 0 
   82     123      1.27  3.04 PtNr1-Morc1                  9999.      93 0 0                             0      0.    0 0 
   93      94      0.53  1.13 ElSl1-Trnr1                  9999.      94 0 0                             0      0.    0 0 
  135     137      2.28  8.29 Amg110-LaCl1                 9999.      95 0 0                             0      0.    0 0 
  137     103      1.99  7.24 LaCl1-Hisp1                  9999.      96 0 0                             0      0.    0 0 
  140     141      0.06  0.39 Oass1-Termf1                 9999.      97 0 0                             0      0.    0 0 
  145     146      0.07  0.36 Flrs2-NvBr2                   576.      98 0 0                             0      0.    0 0 
  147     158      0.21   1.4 Sabn2-Tebsa2                  720.      99 0 0                             0      0.    0 0 
  146     147      0.18  1.51 NvBr2-Sabn2                   954.     100 0 0                             0      0.    0 0 
  146     158      0.37  2.52 NvBr2-Tebsa2                  288.     101 0 0                             0      0.    0 1 
  163     140       0.4  1.67 Cent1-Oass1                  9999.     102 0 0                             0      0.    0 0 
  163     156      0.08  0.35 Cent1-Siln1                  9999.     103 0 0                             0      0.    0 0 
